Codice fiscale,Repertorio,Denominazione,Sezione,Cognome rapp legale,Nome rapp legale,Rete,Comune,Provincia,5x1000,Data iscrizione,Regione
4672510965,129385,COMITATO CASTELLAZZO DE' STAMPI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CERUTI,MARCO,No,CORBETTA,MI,Si,09/02/2024,Lombardia
94022230158,86238,COMITATO CERNOBYL DELLA BRIANZA ODV,ORGANIZZAZIONI DI VOLONTARIATO,TISIOT,MILENA,No,ARCORE,MB,Si,07/11/2022,Lombardia
90013360137,33917,COMITATO CERNOBYL DI MARIANO COMENSE PER IL PROGETTO CERNOBYL DI LEGAMBIENTE ODV,ORGANIZZAZIONI DI VOLONTARIATO,CARAMIGNOLI,AUGUSTA,No,MARIANO COMENSE,CO,Si,09/06/2022,Lombardia
97955410150,125716,COMITATO CITTADINI AFFORI ODV,ORGANIZZAZIONI DI VOLONTARIATO,MAZZEI,ANTONELLA,No,MILANO,MI,Si,23/11/2023,Lombardia
90016230170,85893,COMITATO CITTADINO BRENO PRO ERIGENDA CASA DI RIPOSO CELERI,ORGANIZZAZIONI DI VOLONTARIATO,PALAZZOLO,ARNALDO,No,BRENO,BS,Si,07/11/2022,Lombardia
10494990152,29694,Comitato civico anziani Buccinasco APS ,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ALLEGRA,GIUSEPPE,No,BUCCINASCO,MI,No,21/04/2022,Lombardia
90004020195,103454,COMITATO COMUNALE ANZIANI DI CALVATONE - ODV,ORGANIZZAZIONI DI VOLONTARIATO,GORNI,TEODOSIO PIETRO,No,CALVATONE,CR,Si,31/01/2023,Lombardia
90002600196,40027,COMITATO COMUNALE ANZIANI DI PIADENA ODV,ORGANIZZAZIONI DI VOLONTARIATO,STORTI,ROSA,No,PIADENA,CR,Si,20/07/2022,Lombardia
93064570190,52880,COMITATO CREMONA PRIDE ODV,ORGANIZZAZIONI DI VOLONTARIATO,BELLINI,STELLA,No,CREMONA,CR,No,04/10/2022,Lombardia
95000210138,121820,COMITATO C.S.I. COMO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CARPENEDO,RAFFAELE,No,COMO,CO,No,30/08/2023,Lombardia
97378250159,124821,COMITATO DEI CITTADINI PER I DIRITTI UMANI ODV,ORGANIZZAZIONI DI VOLONTARIATO,BRUGNETTINI,ALBERTO CARLO,No,MILANO,MI,Si,06/11/2023,Lombardia
98204380178,48733,COMITATO DI COORDINAMENTO DEL VOLONTARIATO DI PROTEZIONE CIVILE BRESCIA,ORGANIZZAZIONI DI VOLONTARIATO,GOZZINI,EMILIO PAOLO,No,BRESCIA,BS,Si,15/09/2022,Lombardia
98115720173,76549,COMITATO DIFESA SALUTE E AMBIENTE - ORGANIZZAZIONE DI VOLONTARIATO,ORGANIZZAZIONI DI VOLONTARIATO,RAVANNI,ANNA,No,BRESCIA,BS,Si,07/11/2022,Lombardia
80025240203,103286,COMITATO DI PAESE BARBASSO GAROLDA PONTEMERLANO - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,FIORINO,VINCENZO,No,RONCOFERRARO,MN,Si,23/02/2023,Lombardia
93025800207,111483,"COMITATO DI PAESE DI CASALE APS, ENTE DEL TERZO SETTORE",ASSOCIAZIONI DI PROMOZIONE SOCIALE,ROVEDA,CANDIDO,No,RONCOFERRARO,MN,Si,26/04/2023,Lombardia
97915580159,32509,COMITATO DI QUARTIERE BRUZZANO - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,DE PAOLIS,MATTEO,No,MILANO,MI,Si,06/06/2023,Lombardia
97215040151,29768,COMITATO DI QUARTIERE PASUBIO VIVE APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PIAZZA,SALVATORE,No,CESANO BOSCONE,MI,No,22/04/2022,Lombardia
97816290155,112548,COMITATO DI QUARTIERE QUINTO DE' STAMPI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GAZZOLA,MARCO,No,ROZZANO,MI,Si,08/05/2023,Lombardia
93075690201,110669,COMITATO DI QUARTIERE RABIN - ODV,ORGANIZZAZIONI DI VOLONTARIATO,SIVERO,MARCO,No,MANTOVA,MN,Si,17/04/2023,Lombardia
91148110157,100174,COMITATO DI QUARTIERE SAN GIOVANNI,ORGANIZZAZIONI DI VOLONTARIATO,TOMASI,FEDERICO,No,DESIO,MB,No,09/02/2023,Lombardia
97823280157,113004,COMITATO DI QUARTIERE SAN SIRO DI VIA MAR JONIO 7 ETS,ALTRI ENTI DEL TERZO SETTORE,MICCO,DAVIDE,No,MILANO,MI,Si,16/05/2023,Lombardia
90027160168,37480,COMITATO DI RUSIO ORGANIZZAZIONE DI VOLONTARIATO,ORGANIZZAZIONI DI VOLONTARIATO,URBANI,MAURIZIO,No,CASTIONE DELLA PRESOLANA,BG,No,27/06/2022,Lombardia
95021390125,39807,COMITATO DI SOLIDARIETA' MALNATESE DONATO PEDROLI ODV,ORGANIZZAZIONI DI VOLONTARIATO,DI FRANCO,ANDREANA,No,MALNATE,VA,No,14/07/2022,Lombardia
93012810201,103593,COMITATO E' UNO DI NOI - ODV,ORGANIZZAZIONI DI VOLONTARIATO,SALSI,RITA,No,PORTO MANTOVANO,MN,No,27/02/2023,Lombardia
95033060138,58234,COMITATO EUROPEO DIFESA ANIMALI,ORGANIZZAZIONI DI VOLONTARIATO,TOMASI,ROBERTO,No,BRUNATE,CO,Si,27/02/2023,Lombardia
95231700162,103223,COMITATO GENITORI - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BRANDI,MICHELA,No,OSIO SOTTO,BG,No,03/04/2023,Lombardia
95084540129,86629,COMITATO GENITORI DI CARNAGO E ROVATE - SCUOLA PRIMARIA E. FERMI - ODV,ORGANIZZAZIONI DI VOLONTARIATO,MIOLO,MATTEO,No,CARNAGO,VA,Si,07/11/2022,Lombardia
91586940156,119386,COMITATO GENITORI GESSATE I.C. A. FAIPO' A.P.S.,ASSOCIAZIONI DI PROMOZIONE SOCIALE,TROMBETTA,LEANDRO ROBERTO,No,GESSATE,MI,No,13/07/2023,Lombardia
94032340120,140501,COMITATO GENITORI IC ALDO MORO ODV,ORGANIZZAZIONI DI VOLONTARIATO,POGGESI,Luigi Valerio Maria,No,SARONNO,VA,No,06/08/2024,Lombardia
93051900160,97776,COMITATO GENITORI I.C. VERDELLINO - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,VITALI,EFREM,No,VERDELLINO,BG,Si,10/03/2023,Lombardia
94019750176,87987,COMITATO GENITORI ISTITUTO COMPRENSIVO DI BEDIZZOLE - ORGANIZZAZIONE DI VOLONTARIATO,ORGANIZZAZIONI DI VOLONTARIATO,DE VECCHI,KATIUSCIA,No,BEDIZZOLE,BS,Si,13/02/2023,Lombardia
98204660173,36431,COMITATO GENITORI MONTIRONE - ODV,ORGANIZZAZIONI DI VOLONTARIATO,FRANCESCONI,BARBARA,No,MONTIRONE,BS,Si,21/07/2022,Lombardia
95109470138,44633,COMITATO GENITORI MOZZATE - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MORCIANO,MIRCO,No,MOZZATE,CO,No,01/08/2022,Lombardia
94022320173,85998,COMITATO IDROSCALO DESENZANO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,TIRA,ERMANNO,No,DESENZANO DEL GARDA,BS,No,07/11/2022,Lombardia
93050150205,88382,COMITATO INTERCOMUNALE ARIA PULITA ODV,ORGANIZZAZIONI DI VOLONTARIATO,AGUZZI,GRAZIANA,No,SERMIDE E FELONICA,MN,Si,19/12/2022,Lombardia
92036320155,96632,COMITATO LABORATORIO DI QUARTIERE MAZZAFAME ODV,ORGANIZZAZIONI DI VOLONTARIATO,TOLA,ANTONIO,No,LEGNANO,MI,No,19/01/2023,Lombardia
93066090205,41683,COMITATO MANTOVA SOLIDALE - ODV,ORGANIZZAZIONI DI VOLONTARIATO,JARE',MAURIZIO,No,MANTOVA,MN,No,28/07/2022,Lombardia
97015930155,87395,COMITATO MARIA LETIZIA VERGA ODV,ORGANIZZAZIONI DI VOLONTARIATO,VERGA,GIOVANNI,No,MONZA,MB,Si,13/12/2022,Lombardia
93055810209,125919, COMITATO PAESE  DI NOSEDOLE APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GARDINI,GIANNI,No,RONCOFERRARO,MN,No,08/01/2024,Lombardia
1485850182,97139,COMITATO PAVIA ASTI SENEGAL - ODV,ORGANIZZAZIONI DI VOLONTARIATO,ESPOSITO,GIUSEPPE,No,PAVIA,PV,Si,19/01/2023,Lombardia
94047190155,44310,COMITATO PER IL GEMELLAGGIO DI BERNAREGGIO E DELLA BRIANZA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CAVALLARO,GIUSEPPE,No,BERNAREGGIO,MB,Si,17/01/2023,Lombardia
97194110157,48283,COMITATO PER IL PARCO TICINELLO ETS-ODV,ORGANIZZAZIONI DI VOLONTARIATO,FALAPPI,ROSALINDA MARIA,No,MILANO,MI,Si,14/09/2022,Lombardia
92003740203,107926,COMITATO PER IL RECUPERO DELLA CHIESA - ODV,ORGANIZZAZIONI DI VOLONTARIATO,RUFFINI,ANGELO,No,DOSOLO,MN,Si,28/03/2023,Lombardia
97959820156,131425,COMITATO PER L'ABBAZIA E IL MONASTERO DI VIBOLDONE ETS,ALTRI ENTI DEL TERZO SETTORE,DAMIA,ROBERTO CLAUDIO,No,SAN GIULIANO MILANESE,MI,Si,21/03/2024,Lombardia
97965290154,134197,COMITATO PER LA BELLEZZA DELLA CITTA' DI MILANO,ALTRI ENTI DEL TERZO SETTORE,SURDI,MATTEO,No,MILANO,MI,Si,23/04/2024,Lombardia
91069530151,94680,COMITATO PER LA DIFESA DELLE BEVERE E DEL FIUME LAMBRO,ASSOCIAZIONI DI PROMOZIONE SOCIALE,NICOLODI,ANNA CATERINA MARIA,No,BRIOSCO,MB,Si,07/11/2022,Lombardia
93077360209,98961,COMITATO PER LA GIUSTA ATTENZIONE ALL'ECOLOGIA AL TERRITORIO E ALL'AMBIENTE - ODV,ORGANIZZAZIONI DI VOLONTARIATO,CAPPI,MAURA,No,SCHIVENOGLIA,MN,Si,02/02/2023,Lombardia
98210690172,68945,COMITATO PER LA SALVAGUARDIA DEL TERRITORIO DI NAVEZZE DI GUSSAGO ODV,ORGANIZZAZIONI DI VOLONTARIATO,BEGNI,SILVIA LUCIA,No,GUSSAGO,BS,No,07/11/2022,Lombardia
98203040179,114068,COMITATO PER LA VALLE DEL GARZA - ORGANIZZAZIONE DI VOLONTARIATO O ODV,ORGANIZZAZIONI DI VOLONTARIATO,MANZATO,ALDO,No,NAVE,BS,No,25/05/2023,Lombardia
97766600155,96621,COMITATO PER LINATE - ODV,ORGANIZZAZIONI DI VOLONTARIATO,GAZZOLA,GAETANO GIOVANNI,No,PESCHIERA BORROMEO,MI,No,19/01/2023,Lombardia
97626850156,116750,COMITATO PONTI ODV,ORGANIZZAZIONI DI VOLONTARIATO,RESTA,MASSIMILIANO MARCO,No,MILANO,MI,Si,13/07/2023,Lombardia
4126980962,99420,COMITATO PRO BAMBINI BIELORUSSI ASSOCIAZIONE NON LUCRATIVA DI UTILITA' SOCIALE ODV,ORGANIZZAZIONI DI VOLONTARIATO,CANNISTRA',SANTI,No,CESANO BOSCONE,MI,Si,02/02/2023,Lombardia
95032580128,31031,COMITATO PROGETTO CERNOBYL - INDUNO OLONA ODV,ORGANIZZAZIONI DI VOLONTARIATO,MECCA,DONATELLA,No,INDUNO OLONA,VA,Si,10/05/2022,Lombardia
98182400170,85936,COMITATO PROVINCIALE ANCOS BRESCIA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MASSETTI,EUGENIO,No,BRESCIA,BS,No,07/11/2022,Lombardia
95086300134,103205,COMITATO PROVINCIALE ANCOS COMO APS ,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GALIMBERTI,MARCO,No,COMO,CO,Si,22/02/2023,Lombardia
93055220193,83738,COMITATO PROVINCIALE ANCOS CREMONA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BESOSTRI,ROSETTA,No,CREMONA,CR,No,15/11/2022,Lombardia
92050120150,101134,COMITATO PROVINCIALE ANCOS DI MILANO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,LIA,PATRIZIA,No,LEGNANO,MI,No,09/02/2023,Lombardia
92070170136,103961,COMITATO PROVINCIALE ANCOS LECCO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,SARTOR,INNOCENZO,No,LECCO,LC,No,27/04/2023,Lombardia
92562950151,118010,COMITATO PROVINCIALE ANCOS LODI  APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,VIGNATI ,FRANCESCO LUIGI,No,LODI,LO,No,20/06/2023,Lombardia
93068240204,137510,COMITATO PROVINCIALE ANCOS MANTOVA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CAPELLI,LORENZO,No,PORTO MANTOVANO,MN,No,09/07/2024,Lombardia
95179670161,37605,COMITATO PROVINCIALE ARCIGAY BERGAMO CIVES APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BUTTA,NICOLA,No,BERGAMO,BG,Si,24/08/2023,Lombardia
95244540167,110663,COMITATO PROVINCIALE ASC BERGAMO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BURGARELLO,STEFANO,No,CHIUDUNO,BG,No,17/04/2023,Lombardia
92032300128,120001,COMITATO PROVINCIALE ASI VARESE APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,LALLO,ALFREDO,No,COCQUIO-TREVISAGO,VA,Si,06/12/2023,Lombardia
94013540177,68094,COMITATO PROVINCIALE BRESCIA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MAGNABOSCO,DAVIDE,No,LONATO DEL GARDA,BS,No,07/11/2022,Lombardia
98114350170,68443,COMITATO PROVINCIALE BRESCIA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,POZZI,EMILIO,No,BRESCIA,BS,No,07/11/2022,Lombardia
1601170192,82486,COMITATO PROVINCIALE CREMONA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BALESTRERI,FEDERICO,No,CREMA,CR,No,07/11/2022,Lombardia
90008460199,111551,COMITATO PROVINCIALE CREMONA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,LOTTICI,ALEX,No,GUSSOLA,CR,No,26/04/2023,Lombardia
92067000130,42985,COMITATO PROVINCIALE F.I.T.A. LECCO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BIANCO,VALERIA,No,VALMADRERA,LC,No,02/08/2022,Lombardia
97627900158,90716,COMITATO PROVINCIALE MILANO OPES APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,SEDDONE,ANNA,No,MILANO,MI,No,23/12/2022,Lombardia
93018960208,110322,COMITATO PROVINCIALE US ACLI MANTOVA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CERZOSIMO,CARINO,No,MANTOVA,MN,No,13/04/2023,Lombardia
90044230127,86323,COMITATO PROVINCIALE VARESE F.I.T.A. APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,COLOMBO,LUIGI,No,BUSTO ARSIZIO,VA,No,07/11/2022,Lombardia
97198050151,40117,COMITATO QUARTIERE COMASINA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GAROFALO,ANGELO,No,MILANO,MI,Si,21/07/2022,Lombardia
97005890153,106919,COMITATO REGIONALE A.C.S.I. LOMBARDIA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BARTELLETTI,CLAUDIO,No,MILANO,MI,No,20/03/2023,Lombardia
93076290209,58890,COMITATO REGIONALE ANSPI LOMBARDIA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GRANDI,ANDREA,No,MANTOVA,MN,No,21/10/2022,Lombardia
8009030969,116879,COMITATO REGIONALE ASI LOMBARDIA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CONTARDI,MARCO,No,MILANO,MI,No,28/07/2023,Lombardia
92075230133,39967,COMITATO REGIONALE F.I.T.A.LOMBARDIA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,SALA,ELISABETTA,No,VALMADRERA,LC,No,20/07/2022,Lombardia
97646950150,90717,COMITATO REGIONALE LOMBARDIA OPES APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CIUFOLETTI,ROBERTO,No,MILANO,MI,No,23/12/2022,Lombardia
91033100198,59295,COMITATO SAGRA PIANENGO ODV,ORGANIZZAZIONI DI VOLONTARIATO,MIGLIORATI,SABRINA,No,PIANENGO,CR,No,22/07/2022,Lombardia
93065060191,125621,COMITATO SORESINA SOLIDALE - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PENNA,LORELLA,No,SORESINA,CR,Si,16/11/2023,Lombardia
95207090168,79647,COMITATO TERRITORIALE ACSI BERGAMO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ALLODI,CLAUDIO ANGELO,No,STEZZANO,BG,No,15/11/2022,Lombardia
3929340986,67467,COMITATO TERRITORIALE ACSI BRESCIA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CAPRIOLI,EMILIANO,No,LUMEZZANE,BS,No,07/11/2022,Lombardia
90028340132,106394,COMITATO TERRITORIALE ACSI COMO - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BIBLIOTECA,BELMONDO,No,FINO MORNASCO,CO,No,16/03/2023,Lombardia
97404140150,106920,COMITATO TERRITORIALE A.C.S.I. MILANO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GARATTI,GIUSEPPE,No,MILANO,MI,No,20/03/2023,Lombardia
9035140962,118174,COMITATO TERRITORIALE A.C.S.I. MONZA E BRIANZA - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GAMBA,FABRIZIO,No,MONZA,MB,No,24/05/2024,Lombardia
91017780148,83740,COMITATO TERRITORIALE ACSI SONDRIO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,RAPISARDA,ORAZIO,No,MORBEGNO,SO,No,28/11/2022,Lombardia
90055510128,143528,COMITATO TERRITORIALE ACSI VARESE - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BUCCI,MARILENA,No,CASTELLANZA,VA,No,26/09/2024,Lombardia
93047670208,110321,COMITATO TERRITORIALE ARCIGAY LA SALAMANDRA MANTOVA - ODV,ORGANIZZAZIONI DI VOLONTARIATO,NICOLI,VALERIA,No,MANTOVA,MN,No,13/04/2023,Lombardia
95098060130,102215,COMITATO TERRITORIALE ARCI PESCA  F.I.S.A. COMO - APS -,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CICERI,PIETRO,No,ALSERIO,CO,Si,17/02/2023,Lombardia
80025530165,101323,COMITATO TERRITORIALE C.S.I. DI BERGAMO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PATERNO',GAETANO,No,BERGAMO,BG,Si,10/02/2023,Lombardia
98004520171,49043,COMITATO TERRITORIALE C.S.I. DI BRESCIA - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,SCALFI,EMILIANO,No,BRESCIA,BS,Si,26/08/2022,Lombardia
91001990190,100034,COMITATO TERRITORIALE C.S.I. DI CREMA - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CARINI,MASSIMO,No,CREMA,CR,Si,06/02/2023,Lombardia
80012540193,92621,COMITATO TERRITORIALE C.S.I. DI CREMONA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ARDIGO,CLAUDIO,No,CREMONA,CR,Si,30/12/2022,Lombardia
92506870150,107383,COMITATO TERRITORIALE C.S.I. DI LODI APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ARRIGONI,MARIO,No,LODI,LO,No,11/01/2023,Lombardia
80026350209,113812,COMITATO TERRITORIALE C.S.I. DI MANTOVA - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ZANAFREDI,GIAN CARLO,No,MANTOVA,MN,Si,23/05/2023,Lombardia
80014310181,124943,Comitato Territoriale C.S.I. di Pavia - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,SCAPPINI,DIEGO,No,PAVIA,PV,Si,19/10/2023,Lombardia
80110610153,98501,COMITATO TERRITORIALE C.S.I. MILANO - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ACHINI,MASSIMO,No,MILANO,MI,No,01/02/2023,Lombardia
90002580174,47033,COMITATO TERRITORIALE C.S.I. VALLECAMONICA - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GANASSI,GIULIANO,No,ESINE,BS,No,26/08/2022,Lombardia
80018120123,38104,COMITATO TERRITORIALE C.S.I. VARESE APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,PERI,DIEGO,No,VARESE,VA,Si,14/09/2022,Lombardia
92006240128,86586,COMITATO TUTELA BAMBINO IN OSPEDALE ODV,ORGANIZZAZIONI DI VOLONTARIATO,CRIVELLARO,EMANUELA,No,BARASSO,VA,Si,07/11/2022,Lombardia
92001560207,112345,COMITATO VIADANESE DI SOLIDARIETA' - ODV,ORGANIZZAZIONI DI VOLONTARIATO,AZZALI,MONICA,No,VIADANA,MN,Si,05/05/2023,Lombardia
90005980181,105766,COMITATO VILLANTERIO PER CHERNOBYL - DEDICATO A VERONICA - ODV,ORGANIZZAZIONI DI VOLONTARIATO,BERNAZZANI,STEFANO,No,VILLANTERIO,PV,No,09/03/2023,Lombardia
86507880150,118165,COMITATO VOLONTARIO DI PRONTO SOCCORSO DI ARLUNO ORGANIZZAZIONE DI VOLONTARIATO,ORGANIZZAZIONI DI VOLONTARIATO,PARENTE,FABRIZIO,No,ARLUNO,MI,Si,22/06/2023,Lombardia
98137640177,69057,COMITATO ZONALE ANSPI BRESCIA APS-ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,ZINI,GIOVANNI,No,BRESCIA,BS,Si,07/11/2022,Lombardia
93030750207,58891,COMITATO ZONALE ANSPI DI MANTOVA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,FREDDI,FRANCESCO,No,MANTOVA,MN,No,21/10/2022,Lombardia
96034670180,117622,COMITATO ZONALE ANSPI PAVIA APS ETS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,RUSTIONI,DAVIDE,No,PAVIA,PV,No,09/06/2023,Lombardia
97752740155,110707,COMMISSIONE DIFESA VISTA ENTE DEL TERZO SETTORE,ALTRI ENTI DEL TERZO SETTORE,TABACCHI,VITTORIO,No,MILANO,MI,Si,30/06/2023,Lombardia
97781350158,39004,COMM.ON! APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,MAGATTI,MAURO,No,MILANO,MI,No,14/07/2022,Lombardia
95129400131,33936,COMO ACCOGLIE ODV,ORGANIZZAZIONI DI VOLONTARIATO,PEZZATI,MARTA,No,COMO,CO,Si,09/06/2022,Lombardia
97957170158,125274,COMODA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CANE,ALESSANDRO,No,MILANO,MI,Si,24/11/2023,Lombardia
95111490132,37093,COMO HEMATOLOGY AND ONCOLOGY  ODV- C.H.O.- IN RICORDO DI FRANCESCA BENZONI,ORGANIZZAZIONI DI VOLONTARIATO,BARATTIERI,DANIELA,No,COMO,CO,Si,30/06/2022,Lombardia
95127650133,101730,COMO JAZZ CLUB APS ,ASSOCIAZIONI DI PROMOZIONE SOCIALE,CANONICO,EDMONDO,No,COMO,CO,No,15/01/2023,Lombardia
3222030961,15177,COMONDO COOPERATIVA SOCIALE - ONLUS,IMPRESE SOCIALI,LISI,MARCELLA,No,SENAGO,MI,Si,21/03/2022,Lombardia
95125030130,65789,COMO SCODINZOLA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BARELLI,FEDERICA,No,COMO,CO,Si,07/11/2022,Lombardia
95121410138,65463,COMO VERSO EST ODV,ORGANIZZAZIONI DI VOLONTARIATO,PATELLI,ELISABETTA,No,COMO,CO,No,04/11/2022,Lombardia
97185780158,50255,COMPAGNIA AFRICANA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,FADONOUGBO,KOFFI MICHEL,No,RHO,MI,Si,14/12/2022,Lombardia
98215430178,135836,COMPAGNIA ANMA ETS,ALTRI ENTI DEL TERZO SETTORE,ARSOTTI,GIULIA,No,BRESCIA,BS,No,05/09/2024,Lombardia
92040000124,144378,COMPAGNIA ARMONICA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,POSTORIVO,FRANCESCO,No,COCQUIO-TREVISAGO,VA,No,31/10/2024,Lombardia
94065600150,29437,COMPAGNIA ARTISTHIS - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BAMPA,SARA,No,ARCORE,MB,Si,10/05/2022,Lombardia
91069630126,86467,COMPAGNIA ATTIVA OGGIONA SANTO STEFANO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BARBIERATO,NICHOLAS,No,OGGIONA CON SANTO STEFANO,VA,No,07/11/2022,Lombardia
90043110163,133963,COMPAGNIA CONTROLUCE APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BERGAMINI,caterina,No,CLUSONE,BG,Si,03/05/2024,Lombardia
11936500153,36776,COMPAGNIA DEI GELOSI - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BELLONI,EGIDIO,No,CERRO MAGGIORE,MI,Si,28/06/2022,Lombardia
1857410185,8364,COMPAGNIA DELLA CORTE SOCIETA' COOPERATIVA SOCIALE,IMPRESE SOCIALI,RENUZZI,VITTORIO,No,PAVIA,PV,Si,21/03/2022,Lombardia
2565370125,96937,COMPAGNIA DELLA CROCETTA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,COPPE,GUIDO,No,GALLARATE,VA,No,24/01/2023,Lombardia
97192930150,90707,COMPAGNIA DELLE OPERE - OPERE SOCIALI ETS,-,GHENO,STEFANO,Si,MILANO,MI,Si,23/12/2022,Lombardia
92027180162,117095,COMPAGNIA DELLE PENNE A.P.S.,ASSOCIAZIONI DI PROMOZIONE SOCIALE,SABBADINI,MARIA CLELIA,No,BRIGNANO GERA D'ADDA,BG,Si,03/07/2023,Lombardia
91146190151,92342,COMPAGNIA DEL SARAMITA,ASSOCIAZIONI DI PROMOZIONE SOCIALE,GAGLIARDINI,GIOVANNA,No,DESIO,MB,No,05/01/2023,Lombardia
90011480127,106104,COMPAGNIA FILODRAMMATICA ENTRATA DI SICUREZZA APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,FARIOLI,SERGIO,No,CASTELLANZA,VA,No,14/03/2023,Lombardia
9848980968,36253,Compagnia filodrammatica Quelli di qua A.P.S.,ASSOCIAZIONI DI PROMOZIONE SOCIALE,D'ALO',MARCO,No,LISSONE,MB,No,17/06/2022,Lombardia
90006390182,87906,COMPAGNIA GIUBBE VERDI LOMBARDIA ODV,ORGANIZZAZIONI DI VOLONTARIATO,CIANTI,ANTONIO,No,ALTA VALLE INTELVI,CO,Si,15/12/2022,Lombardia
93072350205,113740,COMPAGNIA GIUBBE VERDI SAN MARTINO DALL'ARGINE ODV,ORGANIZZAZIONI DI VOLONTARIATO,BOTTONI,EMANUELA,No,SAN MARTINO DALL'ARGINE,MN,No,22/05/2023,Lombardia
94067620156,134364,COMPAGNIA I DIVERGENTI - APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,BONETTI,DANIELA,No,ARCORE,MB,Si,03/05/2024,Lombardia
13329930153,24808,COMPAGNIA ITINERANTE COOPERATIVA SOCIALE A RESPONSABILITA' LIMITA TA,IMPRESE SOCIALI,MORLINO,GIANLUCA,No,MILANO,MI,Si,21/03/2022,Lombardia
90052450120,125745,COMPAGNIA KUROKO APS,ASSOCIAZIONI DI PROMOZIONE SOCIALE,SERVI,RICCARDO MARIO,No,BUSTO ARSIZIO,VA,No,12/12/2023,Lombardia
